record_id,premise_idx,premise_nl,gold_fol,predicted_fol,exact_match,json_parse_ok,n_gold,n_pred,count_match,gen_time_s,prompt_tokens,max_new_tokens_used,raw_output,z3_parse_ok,z3_error_msg,gold_z3_parse_ok,gold_z3_error_msg
0,0,"If a Python code is well-tested, then the project is optimized.",∀x (WT(x) → O(x)),∀x (WellTested(x) → Optimized(x))),False,True,14,10,False,12.588418245315552,1717,700,,True,,True,
0,1,"If a Python code does not follow PEP 8 standards, then it is not well-tested.",∀x (¬PEP8(x) → ¬WT(x)),∀x (¬FollowsPEP8(x) → ¬WellTested(x))),False,True,14,10,False,12.588418245315552,1717,700,,True,,True,
0,2,All Python projects are easy to maintain.,∀x (EM(x)),∀x (EasyToMaintain(x))),False,True,14,10,False,12.588418245315552,1717,700,,True,,True,
0,3,All Python code is well-tested.,∀x (WT(x)),∀x (WellTested(x))),False,True,14,10,False,12.588418245315552,1717,700,,True,,True,
0,4,"If a Python code follows PEP 8 standards, then it is easy to maintain.",∀x (PEP8(x) → EM(x)),∀x (WellTested(x) → FollowsPEP8(x))),False,True,14,10,False,12.588418245315552,1717,700,,True,,True,
0,5,"If a Python code is well-tested, then it follows PEP 8 standards.",∀x (WT(x) → PEP8(x)),∀x (WellStructured(x) → Optimized(x))),False,True,14,10,False,12.588418245315552,1717,700,,True,,True,
0,6,"If a Python project is well-structured, then it is optimized.",∀x (WS(x) → O(x)),∀x (Optimized(x) → EasyToMaintain(x))),False,True,14,10,False,12.588418245315552,1717,700,,True,,True,
0,7,"If a Python project is easy to maintain, then it is well-tested.",∀x (EM(x) → WT(x)),∃x (BestPractices(x))),False,True,14,10,False,12.588418245315552,1717,700,,True,,True,
0,8,"If a Python project is optimized, then it has clean and readable code.",∀x (O(x) → CR(x)),∃x (Optimized(x))),False,True,14,10,False,12.588418245315552,1717,700,,True,,True,
0,9,All Python projects are well-structured.,∀x (WS(x)),∀x (¬WellStructured(x) → ¬FollowsPEP8(x))),False,True,14,10,False,12.588418245315552,1717,700,,True,,True,
0,10,All Python projects have clean and readable code.,∀x (CR(x)),(missing in pred),False,True,14,10,False,12.588418245315552,1717,700,,False,empty_or_missing,True,
0,11,There exists at least one Python project that follows best practices.,∃x (BP(x)),(missing in pred),False,True,14,10,False,12.588418245315552,1717,700,,False,empty_or_missing,True,
0,12,There exists at least one Python project that is optimized.,∃x (O(x)),(missing in pred),False,True,14,10,False,12.588418245315552,1717,700,,False,empty_or_missing,True,
0,13,"If a Python project is not well-structured, then it does not follow PEP 8 standards.",∀x (¬WS(x) → ¬PEP8(x)),(missing in pred),False,True,14,10,False,12.588418245315552,1717,700,,False,empty_or_missing,True,
2,0,Students who have completed the core curriculum and passed the science assessment are qualified for advanced courses.,∀x ((completed_core_curriculum(x) ∧ passed_science_assessment(x)) → qualified_for_advanced_courses(x)),∀x ((completed_core_curriculum(x)) ∧ passed_science_assessment(x))) → qualified_for_advanced_courses(x),False,True,11,6,False,12.588418245315552,1717,700,,False,"parse_error: Extra tokens after complete formula at pos 15: [')', '→', 'qualified_for_advanced_courses', '(', 'x']",True,
2,1,Students who are qualified for advanced courses and have completed research methodology are eligible for the international program.,∀x ((qualified_for_advanced_courses(x) ∧ completed_research_methodology(x)) → eligible_for_international_program(x)),∀x ((qualified_for_advanced_courses(x)) ∧ completed_research_methodology(x))) → eligible_for_international_program(x),False,True,11,6,False,12.588418245315552,1717,700,,False,"parse_error: Extra tokens after complete formula at pos 15: [')', '→', 'eligible_for_international_program', '(', 'x']",True,
2,2,Students who have passed the language proficiency exam are eligible for the international program.,∀x (passed_language_proficiency(x) → eligible_for_international_program(x)),∀x ((passed_language_proficiency_exam(x)))) → eligible_for_international_program(x),False,True,11,6,False,12.588418245315552,1717,700,,False,"parse_error: Extra tokens after complete formula at pos 10: [')', '→', 'eligible_for_international_program', '(', 'x']",True,
2,3,Students who are eligible for the international program and have completed a capstone project are awarded an honors diploma.,∀x ((eligible_for_international_program(x) ∧ completed_capstone_project(x)) → awarded_honors_diploma(x)),∀x ((eligible_for_international_program(x)) ∧ completed_capstone_project(x))) → awarded_honors_diploma(x),False,True,11,6,False,12.588418245315552,1717,700,,False,"parse_error: Extra tokens after complete formula at pos 15: [')', '→', 'awarded_honors_diploma', '(', 'x']",True,
2,4,Students who have been awarded an honors diploma and have completed community service qualify for the university scholarship.,∀x ((awarded_honors_diploma(x) ∧ completed_community_service(x)) → qualifies_for_scholarship(x)),∀x ((awarded_honors_diploma(x)) ∧ completed_community_service(x))) → qualifies_for_university_scholarship(x),False,True,11,6,False,12.588418245315552,1717,700,,False,"parse_error: Extra tokens after complete formula at pos 15: [')', '→', 'qualifies_for_university_scholarship', '(', 'x']",True,
