record_id,premise_idx,premise_nl,gold_fol,predicted_fol,exact_match,json_parse_ok,n_gold,n_pred,count_match,gen_time_s,prompt_tokens,max_new_tokens_used,raw_output,z3_parse_ok,z3_error_msg,gold_z3_parse_ok,gold_z3_error_msg
285,0,All computer science students are skilled in software development.,∀x (ComputerScienceStudent(x) → SkilledInSoftwareDev(x)),∀x (ComputerScienceStudent(x) → SkilledInSoftwareDevelopment(x))),False,True,10,8,False,21.838234169142588,1797,1024,,True,,True,
285,1,"If someone regularly practices coding, then they are skilled in software development.",∀x (PracticesCoding(x) → SkilledInSoftwareDev(x)),(∀x ((PracticesCodingRegularly(x) → SkilledInSoftwareDevelopment(x))))),False,True,10,8,False,21.838234169142588,1797,1024,,True,,True,
285,2,"If a programmer qualifies for advanced certification, then they take specialized training courses.",∀x (QualifiesForCertification(x) → TakesTrainingCourses(x)),(∀x (((QualifiesForAdvancedCertification(x) → TakesSpecializedTrainingCourses(x)))))),False,True,10,8,False,21.838234169142588,1797,1024,,True,,True,
285,3,All computer science students regularly practice coding.,∀x (ComputerScienceStudent(x) → PracticesCoding(x)),(∀x (PracticesCodingRegularly(x)))),False,True,10,8,False,21.838234169142588,1797,1024,,True,,True,
285,4,"If someone is skilled in software development, then they can produce professional applications.",∀x (SkilledInSoftwareDev(x) → ProducesProfessionalApps(x)),(∀x (SkilledInSoftwareDevelopment(x) → ProducesProfessionalApplications(x))))],False,True,10,8,False,21.838234169142588,1797,1024,,True,,True,
285,5,"If all computer science students regularly practice coding, then regular coding practice leads to software development skill.",(∀x (ComputerScienceStudent(x) → PracticesCoding(x)) → ∀x (PracticesCoding(x) → SkilledInSoftwareDev(x))),(∀x (PracticesCodingRegularly(x) → SkilledInSoftwareDevelopment(x))))],False,True,10,8,False,21.838234169142588,1797,1024,,True,,True,
285,6,"If all students are skilled in software development, then having software development skills means being able to produce professional applications.",(∀x (ComputerScienceStudent(x) → SkilledInSoftwareDev(x)) → ∀x (SkilledInSoftwareDev(x) → ProducesProfessionalApps(x))),(∀x (((SkilledInSoftwareDevelopment(x) → ProducesProfessionalApplications(x))))])),False,True,10,8,False,21.838234169142588,1797,1024,,True,,True,
285,7,"If having software development skills meaning capable of producing professional applications implies that regular coding practice leads to software skill, then the reverse implication also holds.",((∀x (ComputerScienceStudent(x) → SkilledInSoftwareDev(x)) → ∀x (SkilledInSoftwareDev(x) → ProducesProfessionalApps(x))) → (∀x (ComputerScienceStudent(x) → PracticesCoding(x)) → ∀x (PracticesCoding(x) → SkilledInSoftwareDev(x)))),(∀x ((¬TakesSpecializedTrainingCourses(x) → ¬UnderstandsUnderlyingAlgorithms(x)))))),False,True,10,8,False,21.838234169142588,1797,1024,,True,,True,
285,8,"If someone doesn't take specialized training courses, then they don't understand underlying algorithms.",∀x (¬TakesTrainingCourses(x) → ¬UnderstandsAlgorithms(x)),(missing in pred),False,True,10,8,False,21.838234169142588,1797,1024,,False,empty_or_missing,True,
285,9,All computer science students can produce professional applications.,∀x (ComputerScienceStudent(x) → ProducesProfessionalApps(x)),(missing in pred),False,True,10,8,False,21.838234169142588,1797,1024,,False,empty_or_missing,True,
